------Emission Probability------
713/871-5119 CD 0.00025025025025
unapologetic JJ 8.62663906142e-05
ispat NNP 8.03277371676e-05
answered VBD 0.000555247084953
yorkshire NNP 0.000240983211503
ratify VB 0.000105529759392
actively RB 0.000184672206833
gangland NN 3.71581450654e-05
taffy NNP 8.03277371676e-05
tobias NNP 8.03277371676e-05
rick NNP 0.000562294160174
keywords NNS 0.000118553645525
outward JJ 0.000172532781228
communistic JJ 8.62663906142e-05
refreshment NN 3.71581450654e-05
uno NN 7.43162901308e-05
sponsored VBN 0.00100857286939
remembered VBD 0.000370164723302
understanding NN 0.000408739595719
rapidly RB 0.000184672206833
release NN 0.000297265160523
irrespective RB 9.23361034164e-05
airliners NNS 0.000118553645525
slack VB 0.000211059518784
remembered VBN 0.000252143217347
falls NN 7.43162901308e-05
hidden JJ 0.000345065562457
citizenship NN 7.43162901308e-05
par JJ 8.62663906142e-05
belt NN 0.000148632580262
voicemail NN 0.000148632580262
kind NNP 8.03277371676e-05
allard NNP 8.03277371676e-05
04:31 CD 0.00025025025025
comprehension NN 3.71581450654e-05
lone JJ 0.000172532781228
exact RB 0.000184672206833
sheep NNS 0.000237107291049
collectively RB 9.23361034164e-05
tints NNPS 0.00200803212851
k NN 0.000185790725327
advanced JJ 0.000517598343685
desserts NNS 0.000237107291049
enjoy VB 0.00189953566906
influencing VBG 0.0003003003003
impressed JJ 0.000690131124914
jump NN 7.43162901308e-05
01:57 CD 0.00025025025025
am NN 0.00408739595719
calf NN 7.43162901308e-05
accumulated VBD 0.000370164723302
1560 CD 0.000750750750751
email NN 0.00241527942925
zacarias NNP 0.000562294160174
hardly RB 0.000184672206833
representative NNP 0.000160655474335
morris NNP 8.03277371676e-05
lipa NN 3.71581450654e-05
constraints NNS 0.000237107291049
accumulated VBN 0.000252143217347
ambulances NNS 0.000474214582098
overbearing JJ 0.000172532781228
feather NN 7.43162901308e-05
numero NN 7.43162901308e-05
suburbs NNS 0.000237107291049
presto NNP 8.03277371676e-05
refusing VBG 0.000900900900901
accessible JJ 0.000258799171843
blending VBG 0.0003003003003
paying VBG 0.0042042042042
happiness NN 0.000371581450654
michelle NNP 0.00112458832035
rod NNP 0.000401638685838
services NNS 0.00509780675756
7 CD 0.00700700700701
lawsuit NN 3.71581450654e-05
tropez NNP 0.000240983211503
tropical JJ 0.000258799171843
regulars NNS 0.000118553645525
tibco NN 3.71581450654e-05
long JJ 0.00534851621808
14 CD 0.00525525525526
yorkedness NN 3.71581450654e-05
dictate VB 0.000105529759392
pays VBZ 0.00109217999126
unpriced JJ 8.62663906142e-05
7/16 CD 0.00025025025025
permitted VBN 0.000504286434695
scroll VB 0.000105529759392
dragging VBG 0.0003003003003
majeure NN 3.71581450654e-05
maybe RB 0.00397045244691
anger NN 0.000148632580262
how WRB 0.286536248562
memorializes VBZ 0.000218435998253
'em PRP 8.20142704831e-05
greed NN 3.71581450654e-05
jaw NN 7.43162901308e-05
tear VB 0.000316589278176
channel NNP 8.03277371676e-05
travellers NNS 0.000237107291049
lovely JJ 0.000776397515528
furnishings NNS 0.000118553645525
jack NN 0.000148632580262
expelling VBG 0.000600600600601
11/29/00 CD 0.00025025025025
tell VB 0.005382017729
complain VBP 0.000186081131373
appologized VBD 0.000185082361651
parenteau NNP 0.000481966423006
bistro NNP 8.03277371676e-05
sherrar NNP 8.03277371676e-05
core NN 0.000185790725327
exposure NN 0.000334423305589
were VBD 0.0727373681288
colonization NN 7.43162901308e-05
compelling JJ 8.62663906142e-05
galen NNP 8.03277371676e-05
ext. NN 3.71581450654e-05
ngo's NNS 0.000118553645525
stark NNP 0.000240983211503
old JJ 0.00655624568668
regime NN 0.000520214030916
is RB 9.23361034164e-05
donald NNP 0.000160655474335
known JJ 0.000345065562457
anti-army JJ 8.62663906142e-05
ponchatoula NNP 0.000160655474335
home NN 0.00226664684899
lab NN 0.000222948870392
crete NNP 8.03277371676e-05
trip NN 0.00118906064209
light NNP 8.03277371676e-05
pipeline NN 0.000408739595719
virulent JJ 8.62663906142e-05
volunteering NN 3.71581450654e-05
hummus NN 7.43162901308e-05
coreligionists NNS 0.000118553645525
granger NNP 8.03277371676e-05
hail VBP 0.000186081131373
hopeful JJ 0.000345065562457
hints NNS 0.000355660936574
warmer JJR 0.00795228628231
clan NN 0.000185790725327
aggregators NNS 0.000118553645525
aerocom NNP 0.000240983211503
claimed VBD 0.00166574125486
deffner NNP 8.03277371676e-05
priorities NNS 0.000355660936574
70's NNS 0.000118553645525
yvan NNP 8.03277371676e-05
screw NN 7.43162901308e-05
physical NN 3.71581450654e-05
sufaat NNP 0.00112458832035
03:58 CD 0.000500500500501
miseries NNS 0.000237107291049
sample NN 0.000148632580262
blindfolds NNS 0.000118553645525
inter- AFX 0.0208333333333
nick NNP 0.000481966423006
met VBN 0.00176500252143
kissed VBD 0.000185082361651
documented VBN 0.000504286434695
spite NN 0.000185790725327
20th NN 0.000148632580262
heifers NNS 0.000118553645525
cleric NN 3.71581450654e-05
20.doc NN 0.000111474435196
jamie NNP 8.03277371676e-05
brian NNP 0.000481966423006
node NN 3.71581450654e-05
rudely RB 0.000184672206833
stepping VBG 0.000900900900901
620-294-4000 CD 0.00025025025025
vital JJ 0.000517598343685
administrator NN 0.000111474435196
confirm VB 0.0013718868721
fields NNS 0.000355660936574
dismissing VBG 0.000600600600601
m NNP 0.000240983211503
m NNS 0.000237107291049
llc NN 0.000111474435196
intend VBP 0.000744324525493
bomb VB 0.000211059518784
1937 CD 0.000500500500501
avoid VB 0.00105529759392
gullible JJ 0.000172532781228
united JJ 8.62663906142e-05
d NN 0.000111474435196
headlines NNS 0.000237107291049
dears NNS 0.000118553645525
scientific JJ 0.000345065562457
’72 CD 0.00025025025025
intimate JJ 8.62663906142e-05
play VB 0.00116082735331
grain NN 0.000148632580262
fixeded VBD 0.000185082361651
fifteen NNP 8.03277371676e-05
solicit VB 0.000105529759392
further RB 0.0016620498615
youthful JJ 8.62663906142e-05
selling VBG 0.0018018018018
tour NN 0.00048305588585
capable JJ 0.000776397515528
loves VBZ 0.00218435998253
shaped VBN 0.000252143217347
engine NN 0.000408739595719
treats VBZ 0.000218435998253
coats NNS 0.000118553645525
spoilt VBN 0.000252143217347
nicer JJR 0.00596421471173
assam NNP 8.03277371676e-05
realists NNS 0.000118553645525
adaptation NN 3.71581450654e-05
fuck VBP 0.000186081131373
molding NN 3.71581450654e-05
finally RB 0.00332409972299
decline NN 0.000222948870392
corp NNP 0.000481966423006
du VBP 0.000186081131373
uofh NNP 8.03277371676e-05
bait VB 0.000105529759392
stage VB 0.000105529759392
vic NNP 0.000160655474335
condemn VBP 0.000372162262747
ministers NNS 0.000118553645525
hawaii NNP 8.03277371676e-05
rutgers NNP 8.03277371676e-05
worked VBN 0.00327786182552
973-2776 CD 0.00025025025025
saying NN 3.71581450654e-05
worked VBD 0.00333148250972
herald NNP 8.03277371676e-05
activists NNS 0.000118553645525
easy JJ 0.00327812284334
cool RB 9.23361034164e-05
johnelle NNP 8.03277371676e-05
cold JJ 0.00129399585921
giorgio NNP 8.03277371676e-05
waitress NN 0.000148632580262
source NN 0.000706004756243
reuters NNP 0.000160655474335
table NN 0.000557372175981
perceive VBP 0.000186081131373
repressed JJ 8.62663906142e-05
children NNP 8.03277371676e-05
children NNS 0.00545346769413
relaxes VBZ 0.000218435998253
imagination NN 0.000111474435196
glen NNP 0.000240983211503
mankind NN 0.000111474435196
film NN 0.000557372175981
ivan NNP 0.000160655474335
climber NN 7.43162901308e-05
margin NN 3.71581450654e-05
karzai NNP 0.00160655474335
vice NNP 0.000160655474335
c.v NNP 8.03277371676e-05
faithfully RB 0.000184672206833
rather NNP 8.03277371676e-05
killing NN 7.43162901308e-05
special NN 3.71581450654e-05
fazlur NNP 8.03277371676e-05
carolina NNP 0.000642621897341
202-466-9142 CD 0.00025025025025
liberal JJ 0.000345065562457
propane NN 0.000111474435196
starvation NN 3.71581450654e-05
preparations NNS 0.000237107291049
ai VBP 0.000186081131373
entering VBG 0.0024024024024
cute JJ 0.000517598343685
hack VB 0.000105529759392
ai VBZ 0.000655307994758
coronas NNPS 0.00200803212851
6th NN 0.000111474435196
palace NN 0.000185790725327
blocked VBN 0.000252143217347
ideal NN 3.71581450654e-05
l.a. NNP 8.03277371676e-05
providence NNP 8.03277371676e-05
www.caem.org ADD 0.00342465753425
microphone NN 3.71581450654e-05
ray NNP 0.000240983211503
relative NN 7.43162901308e-05
determination NN 7.43162901308e-05
18t NN 3.71581450654e-05
unfair JJ 0.000172532781228
executive JJ 0.00172532781228
25th JJ 8.62663906142e-05
os NN 3.71581450654e-05
aged JJ 0.000258799171843
labs NNS 0.000237107291049
joints NNS 0.000118553645525
youth NN 0.000111474435196
murdered VBD 0.000370164723302
messed VBD 0.000185082361651
ri NNP 0.000240983211503
securities NNS 0.000118553645525
scenario NN 0.000222948870392
derived VBN 0.000504286434695
billion CD 0.00500500500501
dwarfed VBD 0.000185082361651
tackling VBG 0.0003003003003
apparently RB 0.001108033241
eb NNP 0.00176721021769
serenely RB 9.23361034164e-05
transpired VBD 0.000185082361651
181 CD 0.00025025025025
book NN 0.000817479191439
learn VB 0.00242718446602
do NN 7.43162901308e-05
support VB 0.00105529759392
faulty JJ 8.62663906142e-05
tennessee NNP 8.03277371676e-05
speak NN 3.71581450654e-05
conditons NNS 0.000118553645525
10:07 CD 0.00025025025025
smoker NN 3.71581450654e-05
60622 CD 0.00025025025025
mapping NN 3.71581450654e-05
sometimes RB 0.00240073868883
abandoned VBN 0.000252143217347
low NN 3.71581450654e-05
quality NN 0.00137485136742
filigree NN 3.71581450654e-05
mayonnaise NN 3.71581450654e-05
hiatus NN 3.71581450654e-05
abandoned VBD 0.000185082361651
messed VBN 0.000756429652042
thane NNP 0.000562294160174
03/09/2000 CD 0.000500500500501
warren NNP 0.000160655474335
gardens NNS 0.000118553645525
overcome VBN 0.000504286434695
arya NNP 8.03277371676e-05
officer NN 0.000334423305589
hair NN 0.00148632580262
parama NN 3.71581450654e-05
a LS 0.042735042735
laurel NNP 8.03277371676e-05
madam NN 3.71581450654e-05
opening VBG 0.0021021021021
shemin NNP 8.03277371676e-05
affirms VBZ 0.000218435998253
associated NNP 8.03277371676e-05
stadium NN 0.000111474435196
rule VBP 0.00055824339412
sleep NN 0.000334423305589
rot NN 3.71581450654e-05
21st NN 7.43162901308e-05
benefiting VBG 0.0003003003003
flourished VBN 0.000252143217347
unspeakably RB 9.23361034164e-05
semi AFX 0.0208333333333
exmearden NNP 8.03277371676e-05
comprehend VB 0.000105529759392
different NN 3.71581450654e-05
related VBN 0.00100857286939
farce NN 0.000111474435196
devries NNP 8.03277371676e-05
tasted VBN 0.000504286434695
exp.doc NN 3.71581450654e-05
deal VBP 0.000186081131373
416-865-3700 CD 0.00025025025025
18 CD 0.0035035035035
militant JJ 0.00103519668737
hosts NNS 0.000474214582098
jerusalem NNP 8.03277371676e-05
paganism NNP 8.03277371676e-05
framework NNP 8.03277371676e-05
supportive JJ 8.62663906142e-05
april NNP 0.00369507590971
challenger NNP 8.03277371676e-05
okinawa NNP 0.000401638685838
vitamins NNS 0.000118553645525
sees VBZ 0.00087374399301
judiciary NNP 8.03277371676e-05
complaint NN 0.000260107015458
important JJ 0.00370945479641
www.kaffeeeis.co.nz ADD 0.00342465753425
mixture NN 3.71581450654e-05
rambunctious JJ 8.62663906142e-05
offs NNS 0.000118553645525
pulling VBG 0.000900900900901
2003 CD 0.012012012012
3s NNS 0.000118553645525
distinguished JJ 0.000258799171843
run JJ 8.62663906142e-05
gentlemen NNS 0.000237107291049
farms NNPS 0.00200803212851
drying NN 7.43162901308e-05
laptop NN 0.000222948870392
suffers VBZ 0.000218435998253
allege VBP 0.000186081131373
mixed VBN 0.00176500252143
ensured VBD 0.000185082361651
sharif NNP 8.03277371676e-05
prey NN 7.43162901308e-05
delight NN 3.71581450654e-05
55,008 CD 0.00025025025025
accuses VBZ 0.000436871996505
ensured VBN 0.000252143217347
misnamed VBN 0.000252143217347
extradition NN 0.000111474435196
reasoned JJ 8.62663906142e-05
torn VBN 0.000252143217347
snails NNS 0.000118553645525
city NN 0.00089179548157
yheggy NNP 0.000240983211503
ali NNP 0.000240983211503
greasy JJ 8.62663906142e-05
stockpiles NNS 0.000118553645525
companies NNS 0.00201541197392
beware VB 0.000422119037569
parakeets NNS 0.000474214582098
actions NNS 0.00225251926497
she PRP 0.0224719101124
soviets NNPS 0.00200803212851
(: NFP 0.00887573964497
broke VBD 0.00148065889321
quaddaffi NNP 8.03277371676e-05
edwin NNP 0.000160655474335
clh NNP 8.03277371676e-05
drug NN 0.000557372175981
random JJ 8.62663906142e-05
failed VBD 0.00129557653156
pythons NNS 0.000118553645525
1.00 CD 0.000750750750751
nano NNP 8.03277371676e-05
quadra NN 3.71581450654e-05
rt NNP 8.03277371676e-05
story NN 0.000631688466112
mp3 NN 3.71581450654e-05
disseminate VB 0.000105529759392
failed VBN 0.000756429652042
yet RB 0.00350877192982
bankroll VB 0.000105529759392
independently RB 9.23361034164e-05
gallon NN 0.000260107015458
donate VB 0.000316589278176
express NNP 0.000160655474335
9221 CD 0.000500500500501
categorically RB 0.000184672206833
escape VBP 0.000186081131373
middle NN 0.000371581450654
130 CD 0.00025025025025
explosives NNS 0.000474214582098
01/11/2001 CD 0.00025025025025
trainers NNS 0.000237107291049
comp.mail.maps NN 3.71581450654e-05
swiftly RB 9.23361034164e-05
music NN 0.000594530321046
north NNP 0.00240983211503
disconnected VBN 0.000252143217347
make VB 0.0174124102997
paul NNP 0.0024901598522
bitmap NN 0.000111474435196
beijing NNP 0.000160655474335
delhi NNP 0.00176721021769
u. NNP 8.03277371676e-05
territory NN 0.000780321046373
agree VBP 0.00297729810197
ears NNS 0.000118553645525
mid-evenings NNS 0.000118553645525
this RB 0.000461680517082
versions NNS 0.000355660936574
" `` 0.813038130381
starting NN 0.000111474435196
sufficiently RB 0.000184672206833
therapist NN 0.000111474435196
peak NN 7.43162901308e-05
x35172 NN 7.43162901308e-05
half PDT 0.0457142857143
mitch NNP 8.03277371676e-05
hedge NN 3.71581450654e-05
renewal NN 3.71581450654e-05
03/01/2001 CD 0.00025025025025
713-853-3098 CD 0.000500500500501
hisses VBZ 0.000436871996505
sail VB 0.000422119037569
chooses VBZ 0.000218435998253
radio NNP 8.03277371676e-05
either RB 0.00101569713758
enjoyment NN 0.000111474435196
cus IN 4.8257890165e-05
retired VBD 0.000370164723302
labelled VBD 0.000185082361651
hijackers NNS 0.000355660936574
analytical JJ 8.62663906142e-05
valve NN 3.71581450654e-05
mvb NN 3.71581450654e-05
teheran NNP 8.03277371676e-05
menu NN 0.000817479191439
reformer NN 3.71581450654e-05
regards NNS 0.00462359217546
manual NN 0.000148632580262
60,008 CD 0.00025025025025
aware JJ 0.00163906142167
cornell NNP 8.03277371676e-05
mine PRP 0.0014762568687
whistle VB 0.000105529759392
bypass VB 0.000105529759392
test VB 0.000527648796961
docs NNS 0.000118553645525
southwest NNP 0.000401638685838
keen JJ 0.000258799171843
jumps VBZ 0.000436871996505
unarguable RB 9.23361034164e-05
brooklyn NNP 0.000321310948671
aperture NNP 8.03277371676e-05
constitute VBP 0.000186081131373
isle NNP 8.03277371676e-05
weathermen NNPS 0.00200803212851
maximum JJ 0.000258799171843
arriving VBG 0.0015015015015
oracle NNP 0.000240983211503
mary.ellenberger@enron.com ADD 0.00684931506849
experience VB 0.000211059518784
foz NNP 0.000160655474335
arts NNS 0.000237107291049
indonesia NNP 0.000321310948671
born VBN 0.00579929399899
aggravated VBN 0.000756429652042
joint NNP 8.03277371676e-05
broke JJ 8.62663906142e-05
student NNP 8.03277371676e-05
shut VBN 0.000504286434695
abundantly RB 0.000277008310249
conscientious JJ 0.000172532781228
gray NN 3.71581450654e-05
contact VB 0.00200506542845
average NN 7.43162901308e-05
pushed VBN 0.00126071608674
die VB 0.000633178556353
kristof NNP 8.03277371676e-05
conduct VBP 0.000186081131373
kunst NNP 8.03277371676e-05
democrat NNP 0.000160655474335
lists VBZ 0.00131061598952
obligations NNS 0.000118553645525
rating VBG 0.000600600600601
conservatives NNS 0.000118553645525
rebels NNS 0.000711321873148
civet NN 0.000260107015458
talk VB 0.00453777965386
relative RB 9.23361034164e-05
begun VBN 0.00176500252143
grandure NN 3.71581450654e-05
drink VB 0.000316589278176
12:42 CD 0.00025025025025
answering VBG 0.0012012012012
criminal NN 7.43162901308e-05
10:16 CD 0.00025025025025
necessity NN 3.71581450654e-05
four CD 0.00900900900901
criticising VBG 0.0003003003003
potent JJ 8.62663906142e-05
return NN 0.000817479191439
hassles NNS 0.000118553645525
dodge NNP 8.03277371676e-05
rev. NNP 0.000240983211503
backs NNS 0.000237107291049
let NN 3.71581450654e-05
views NN 3.71581450654e-05
finance NN 0.000445897740785
opener NN 3.71581450654e-05
crew NNP 8.03277371676e-05
tiger NNP 0.000401638685838
track VBP 0.000186081131373
unrestrained JJ 8.62663906142e-05
abbotsford NNP 8.03277371676e-05
anti-trust JJ 8.62663906142e-05
decided VBN 0.00100857286939
./ . 9.69274013764e-05
oops UH 0.00290275761974
read VBP 0.000744324525493
arabs NNPS 0.00401606425703
refunds NNS 0.000355660936574
reasonably RB 0.000184672206833
read VBN 0.00252143217347
parliament NN 0.000111474435196
<- NFP 0.00295857988166
tattoos NNS 0.000118553645525
wobblers NNS 0.000355660936574
read VBD 0.00277623542476
la NNP 0.000642621897341
injured VBN 0.000504286434695
masterminds NNS 0.000118553645525
stuff NN 0.000743162901308
friday NNP 0.00433769780705
coincidental JJ 8.62663906142e-05
seattle NNP 0.000321310948671
strategies NNS 0.000474214582098
pigs NNPS 0.00401606425703
offline RB 9.23361034164e-05
years NNPS 0.00200803212851
bumping VBG 0.0003003003003
sentiments NNS 0.000118553645525
banners NNS 0.000355660936574
object VBP 0.000186081131373
chickens NNS 0.00118553645525
bangladeshi JJ 0.000258799171843
minus IN 4.8257890165e-05
insists VBZ 0.000218435998253
retail NN 0.000148632580262
perfumes NNS 0.000118553645525
roger NNP 8.03277371676e-05
always RB 0.00941828254848
http://www.ukrainianweb.com/chernobyl_ukraine.htm ADD 0.00342465753425
uv NNP 0.000160655474335
breaks VBZ 0.000655307994758
0000108806 CD 0.000500500500501
draw NN 7.43162901308e-05
hiring VBG 0.000900900900901
metaphors NNS 0.000118553645525
revocation NN 7.43162901308e-05
following VBG 0.0144144144144
gandalf NNP 8.03277371676e-05
dagger NNP 8.03277371676e-05
references NNS 0.000237107291049
funkhouser NNP 8.03277371676e-05
regulation NN 0.000148632580262
farmers NNS 0.000118553645525
enrolled VBD 0.000185082361651
character NN 7.43162901308e-05
club NNP 0.000401638685838
